name,degree,address,tel
금호주유소 개방화장실,0.0,서울 성동구 금호로 39,
경진주유소 개방화장실,0.0,서울 성동구 고산자로 348,
정호주유소 개방화장실,0.0,서울 성동구 고산자로 303,
성북주유소,,서울 성북구 보문로 142,02-928-4900
삼선주유소,,서울 성북구 창경궁로 324,02-766-5105
HD현대오일뱅크직영 아리랑주유소,,서울 성북구 아리랑로 96,02-941-5189
중앙에너비스 혜화지점,,서울 종로구 창경궁로35길 1,070-8707-4564
중앙에너비스 종암지점,,서울 성북구 종암로 58,070-8707-4565
HD현대오일뱅크 직영북악셀프주유소,,서울 성북구 정릉로 218,02-911-5189
GS칼텍스 종암주유소,,서울 성북구 종암로 145,02-921-7785
삼표에너지 정릉주유소,,서울 성북구 보국문로 35,02-914-6556
미아 주유소,0.0,서울 성북구 화랑로 27,
명연에너지 효성주유소,,서울 성북구 화랑로 27,02-942-5150
이케이에너지 강산제2주유소,,서울 성북구 보국문로 52,02-942-1448
세화주유소,,서울 중구 왕십리로 403,02-2234-3451
장위주유소,,서울 성북구 화랑로 110,02-6498-5189
장충드림주유소,,서울 중구 동호로 296,02-2275-5150
SK에너지 퇴계로주유소,,서울 중구 퇴계로 228,02-2273-5189
필동주유소,,서울 중구 퇴계로 196,02-2267-8025
안국에너지 삼원셀프주유소,,서울 동대문구 망우로 90,02-2244-1972
경동주유소,,서울 동대문구 이문로 191,02-965-6006
SK북악주유소,,서울 종로구 평창문화로 137,02-395-6500
지에스이앤알 평창주유소,,서울 종로구 평창문화로 135,02-391-5185
자하문주유소,,서울 종로구 자하문로 248,02-396-5252
태영 구도일주유소한인,,서울 중랑구 망우로 170,02-438-5151
안풍주유소,,서울 종로구 자하문로 303,02-396-5151
엠오티이엔지직영 삼화주유소,,서울 관악구 보라매로 41,02-889-8929
CJ대한통운 신림주유소,,서울 관악구 남부순환로 1515,02-2632-8612
HD현대오일뱅크직영 관악셀프주유소,,서울 관악구 남부순환로 1520,02-867-1877
HD현대오일뱅크직영 문성골주유소,,서울 관악구 문성로 97,02-839-0081
대양석유직영 보라매주유소,,서울 관악구 보라매로 26,02-882-5189
GS칼텍스 난곡주유소,,서울 관악구 난곡로 206,02-858-2003
유턴주유소,,서울 강서구 남부순환로 57,02-2665-5047
연우에너지 신관주유소,,서울 관악구 신림로 290,02-871-1356
서남주유소,,서울 중구 통일로 30,02-752-9475
동자동주유소,,서울 용산구 한강대로104길 6,02-754-6667
서계주유소,,서울 용산구 청파로 367,02-706-6485
풍기주유소,,서울 용산구 원효로 178,02-719-2202
남경주유소,,서울 용산구 녹사평대로11길 24,02-793-2954
신태성주유소,,서울 용산구 원효로 147,02-701-9447
HD현대오일뱅크 흑석동주유소,,서울 동작구 현충로 101,02-815-0724
신반포주유소,,서울 서초구 사평대로 94,02-533-5151
디오티디 은평유니콘주유소,,서울 은평구 통일로 1151,02-356-9051
신내주유소,,서울 중랑구 용마산로 705,02-2207-0523
기지에너지주유소,,서울 중랑구 신내동 347-2,02-2207-9419
대양주유소,,서울 중랑구 봉우재로 105,02-437-5457
신일셀프주유소,,서울 중랑구 상봉로 58,02-436-3651
